title,stars,text,sentimen_bert,sentimen
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,5,tempatnya bener2 asripantai tenangbirudtg 2x kesini msh ga bosenpgn dtg lagikmrn pas annora waktu nyari sunrise,positive,positive
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,5,pantai anora merupakan salah satu destinasi wajib kunjungi berwisata karimunjawa keindahan degradasi warna lautnya sangat bagus kita berada atas tebingnya,positive,positive
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,5,pantai harus didatangi pulau karimunnya,negative,negative
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,5,tempatnya bagus nyaman,positive,positive
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,5,pantai indah bersih terawat,positive,positive
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,5,amazing places wow,positive,positive
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,4,bagus bagus buat photography mantap,positive,positive
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,5,annora beach is pretty gorgeous it has white and grey sand but mostly grey the locals sell foods and drinks such as grilled fish fried banana mendoan bakwan and kelapa muda coconut there are two bathrooms not really clean but usable you can rent a motorcycle from the locals to ride around annora beach it has swings to play or take a photo sadly the beach is not as clean as bobby beach there are trashes laying aroundbut overall its a good beach for vacation and resting not for sunbathing would recommend it to others,positive,positive
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,5,terletak dusun cikmas pulau karimunjawa kepulauan karimunjawa pantai memiliki banyak ayunan cukup unik cukup lengkap pasalnya pantai mempunyai gosong bukit indah view luaspantai annora terletak diujung utara pulau karimunjawa berbatas pulau kemujan disekitarpantai annora juga terdapat pantai yamin pantai kemlokopantai annora memiliki luas lumayan besar memiliki 2 pantai dipisahkan bukit menyimpan view indah pantai annora atas pantai sepertinya menjadi milik perseorangan grup semoga jual masih sangat alami potensi pantai cukup besar menjadi idola baru karimunjawauntuk menuju pantai annora lapanganalunalun karimunjawa cukup berkendara menuju pulau kemujan sampai pulau kemujan akan palang denah lokasi dusun cikmas di denah tersebut terdapat rute menuju pantai yamin pantai kemloko disitu dituliskan pantai annora,positive,positive
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,4,salah satu pantai sisi timur pulau karimunjawa jarak alun2 karimunjawa 30 menit menggunakan sepeda motor pemandangannya bagus pasirnya putih sayangnya waktu sini ada warung buka,positive,positive
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,5,terlalu jauh pusat karimun datang pantai menggunakan motor mobil tempatnya asri bisa melihat pantai dengan menaiki bukit fasilitas pantai ada ayunan serta bisa menikmati pantai dengan minum kelapa di jual sekitaran warung pantai annora,positive,positive
Pantai Batu Topeng,3,cukup bagus asik better kalau orang disana lebih ramah jaga attitude,positive,positive
Pantai Batu Topeng,5,pantainya putih sangat cocok wisatawan suka pantai,positive,positive
Pantai Batu Topeng,5,sunset point,neutral,neutral
Pantai Batu Topeng,5,baru dibuka 1 bulan lalu bersih banyak warung keren abis,positive,positive
Pantai Batu Topeng,5,buat nyantai2 enak bgt lahklo kesini wajib bawa google buat snorkling tengah dikit spot terumbu kecilsambil nunggu sunset ciblon2 dulu,positive,positive
Pantai Batu Topeng,5,udah beach club disini jadi nyantai bean bag dengerin musik nyantai biaya 25rborg,positive,positive
Pantai Batu Topeng,5,sunset bagus pelayanan ramah,positive,positive
Pantai Batu Topeng,5,trs belle plage,negative,negative
Pantai Batu Topeng,5,pantai bagus melihat sunset,positive,positive
Pantai Batu Topeng,5,pantainya bagus akses jalannya lebih kecil pantai bobby lebih banyak rumah penduduk pantainya turun tangga lumayan curam tangganya pantainya bagus banget lebih sepi jadi berasa pantai private gitu untuk yang mau gubuk antara batu karang hatihati batu karangnya licin lumut tajamtajam,positive,positive
Pantai Batu Topeng,5,gooddd,neutral,neutral
Pantai Batu Topeng,5,menyenangkan tempatnyakeep it nice and clean,positive,positive
Pantai Batu Topeng,5,pantai nya bersih dj pakpong istimewa bakalan pengen sana pagi maseeehh,positive,positive
Pantai Batu Topeng,5,perjalanannya perlu hati harus menuju bukit dulu parkir kemudian baru turun pantai,positive,positive
Pantai Batu Topeng,5,as usual scrolling around without maps hell yeah what a sunny monday morning i knew the name of this place by following the woods signs batu topeng beach main road forget to take pictures heavenly mother ocean love everything it was really great day the sun was shining so bright all areas were clean the sky was blue the ocean perfectly turquoise must be satu of the strongest reasons to comeback quiet beach to date my book fantastic,positive,positive
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,5,oke,negative,negative
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,4,tempat bagus banyak spot foto,positive,positive
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,5,bersih nyaman,positive,positive
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,4,akses jln perlu perhatikantoilet tdk memadaipemandangan cukup bagussaat sy posting warung buka satu perlu bw bekal efek convid,positive,positive
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,5,tempat sangat rekomendasi bila sedang karimunjawa,positive,positive
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,5,pantai indah berkarismatik,positive,positive
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,5,kangen,neutral,neutral
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,4,ulu watunya karimun jawa,negative,negative
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,3,pemandangan lumayan tp kotor kurang terurus bs ditingkatkan,positive,positive
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,5,pantainya lumayan bersih pemandangan istimewa karimun the best,positive,positive
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,5,bukitnya keren banget berasa raja ampat,positive,positive
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,2,stil eilandje niet veel te doen,positive,positive
Pantai Batu Topeng,5,bagus banget tempanya,positive,positive
Pantai Batu Topeng,5,cari nemo kuyyy,negative,negative
Pantai Batu Topeng,5,mantap,positive,positive
Pantai Batu Topeng,5,salah satu spot terbaik menikmati sunset karimunjawa akses pakai sepeda motor sini cukup mudah,positive,positive
Pantai Batu Topeng,4,quiet morning beautiful white sand,neutral,neutral
Pantai Batu Topeng,5,white sand warm water clean,neutral,neutral
Pantai Batu Topeng,5,surga tersembunyi,negative,negative
Pantai Batu Topeng,5,great clean beach and sea for the swimmingakso you can bring a little food to feed 2 kittiesthey are thin,positive,positive
Pantai Batu Topeng,5,keindahan alam tersembunyi,neutral,neutral
Pantai Batu Topeng,4,fantastis,negative,negative
Pantai Batu Topeng,4,suasana alamibersih sampah plastic,positive,positive
Pantai Barakuda,4,cote hotel plage courte mais sympa avec des pontons sympas,neutral,neutral
Pantai Barakuda,2,banyak sampah,negative,negative
Pantai Barakuda,4,magnifique mais pas trs adapt la baignade attention aux mduses les jours de vent vous pouvez y accder par lhtel dsert ou par la plage des 2 cts,positive,positive
Pantai Barakuda,4,25 for the beach itself there isnt really a beach full of trash the water though is beautifulhowever if you keep walking through arys place and eco resort and around toward the bigger resort theres a long pier that can be used to get amazing views and to go in the clear turquoise water swam all the way to the old fish shack not much to see under the water but again the water itself is amazing looks like the maldives almost 55,positive,positive
Pantai Barakuda,3,perlu dikelola baik cocok buat lihat sunrise,positive,positive
Pantai Barakuda,1,strand existiert nicht mehr entweder ist er nach der einschrnkenden corona politik nicht mehr gepflegt worden oder die bilder und bewertungen beziehen sich auf einen strandabschnitt der jetzt privat ist und zum hotel daneben gehrt der schne strand befindet sich bei den hotels eco casa und arys lagoon ob diese strnde ffentlich sind ist nicht bekannt,positive,positive
Pantai Barakuda,4,lokasinya lumayan jauh dr pelabuhan kesini pas sepi sih lokasi wisata mgkin bsa dimaksimalkan kebersihan fasilitas nyaviewnya cantik hiasan pohon kelapa berjejer,positive,positive
Pantai Barakuda,5,pemandangannya bagus,positive,positive
Pantai Barakuda,5,clean beautiful view,neutral,neutral
Pantai Barakuda,4,pantainya indah bersih ombak terlalu besar,positive,positive
Pantai Barakuda,5,indah banget,positive,positive
Pantai Barakuda,4,wow,negative,negative
Pantai Barakuda,5,pantai masi baru masi perawan pantai bersebelahan pantai dgn nama unik pantai pokemon pantai akan segera hadir resort bintang 4 hotel dseason posisi nya tepat bibir pantai barakuda pantai sangat asri banyak pohon kelapa,positive,positive
Pantai Kanjen,5,pantai indah terpencil airnya tenang view nya,positive,positive
Pantai Kanjen,4,this place tries to do a good jobfor the turtle training them to be released in nature againand a place for hatching without predators eating the eggsonly way to reach this is by boat 250k for the 2 of uson the turtle sanctuary you can release baby turtles for 10k eachnot sure about everyone wanting to pickup te turtles for a photo shootseems the animals experience stress by that,positive,positive
Pantai Kanjen,4,sepi asri,neutral,neutral
Pantai Kanjen,1,mana wisatawan diusir di sini,negative,negative
Pantai Kanjen,1,eine katastrophe die schildkrten sind auf einem 10 m der flche eingesperrt um von touristen angeschaur zu werden keine korallen gar nichts sie schwimmen umher und wissen nicht mit sich anzufangen es ist wie in einem schlechten zoo,positive,positive
Pantai Kanjen,1,im writing this review with a painful heart do not visit this place if you care about the turtles we visited hoping that this is a turtle sanctuary since its somehow advertised as being associated with the national park so we thought perhaps this is a real onewe got charged 150k per person for the boat to get there as soon as we got there we saw big turtles enclosed in a net in the ocean in terrible condition obviously sick covered with slimy green growth these were years old turtles obviously old enough to be released even if turtle well being was actually the goal of this place the guide said theyre kept there to show there are two colours of the turtles which well made it clear upfront what this place isthe turtles on the beach are kept in plastic boxes hundreds of tiny ones in satu box kept there until tourists pay to release satu there were dead ones floating in between the alive ones plenty of older turtles kept in these boxes their whole lives for nothing apart from a show for tourists the guideswere lifting them out spinning them in the air showing to the tourists with the turtles being obviously terrified money for releasing a turtle is paid to the boat driving person who obviously has nothing to do with conservationwe left with painful hearts spoke to our hosts on karimunjawa and they confirmed its not a sanctuary its a business eggs are stolen from beaches sold to this place then theyre kept in captivity until tourists pay for the experience of releasing satu this place has nothing to do with a sanctuary it is yet another place in indonesia where nature animals are cruelly used for the financial gains of locals simply shameful,negative,negative
Pantai Kanjen,1,ich war nicht hier habe ehrlich gesagt nichts positives ber diesen ort gehrt eher im gegenteil und dass es nicht um tierschutz sondern eher um tourismus und geld geht und wenn man gegen bezahlung schildkrten freilassen kann ich denke das sagt ja wohl alles,positive,positive
Pantai Kanjen,1,sconsigliamo a tutti coloro che amano gli animali questa esperienza siamo andati in questo posto credendo fosse una specie centro per accrescimento tartarughe e recupero quelle malate o infortunate gestito da personale professionale e attento che ci spiegasse anche qualcosa visto che abbiamo pagato il biglietto in realt ci siamo trovati in una trovata per fare soldi a costo zero con nessuno che parla inglese solo idioma stretto ci mostrano 6 vasche con poca acqua puzzolente piena escrementi con le tartarughe da piccole a qualche stadio accrescimento in pi gli animali piccoli erano centinaia per vasca con poco cibo tanto che si attaccavano a vicenda e tante morte lasciate l a galleggiare in mezzo alle altre quelle pi grandi erano poche con i gusci pieni melma verde dopo pochi minuti ci hanno chiesto se volevamo pagare un extra per prendere una piccola tartarughina e buttarla nelloceano e fare foto e video squallido,positive,positive
Pantai Kanjen,1,au dpart nous sommes contents dapprendre que les ufs de tortue sont rcuprs pour permettre leur closion mais en voyant que les touristes peuvent toucher les bbs voire payer pour les mettre dans leau nous sommes scandaliss il ne sagit pas de les sauver mais de se faire de largent sans se soucier du bientre ou de la survie de ces animaux cest une honte nous comprendrions mieux quil y ait un droit dentre si cela permettait vraiment de sauvegarder les tortues mais pas ce cirque hypocrite ne participez pas cette mascarade,positive,positive
Pantai Kanjen,4,penetasan semi alami penyu tn karimunjawa,neutral,neutral
Pantai Batu Lawang,5,nyaman pasirnya putih bersih ombaknya tenang harus nginap boleh menikmati keindahan pantainya gratis tersedia menu makanan minuman sangat terjangkau,positive,positive
Pantai Batu Lawang,5,dimas friend meh rono otw bar bodo gowo opor karo kupat oke boloo,positive,positive
Pantai Batu Lawang,5,sea is good,positive,positive
Pantai Batu Lawang,4,can only access by motorbike or walk,neutral,neutral
Pantai Batu Lawang,5,pulau cantik tengah laut,positive,positive
Pantai Batu Lawang,5,pantai bagus sebenernya sebelahnya kampung bugismasuk aja gratis masuk kok lokasinya ga jauh lokasi pantai inid sana penginapan resto cafe,positive,positive
Pantai Batu Lawang,3,the place can only be accessed by motorbike or on foot its a small beach with a short shoreline though this might be due to the high tide during my visit many mangrove trees surround the beach and it is connected to laendra sunset beach so you can take a short stroll along the shore to reach it,positive,positive
Pantai Batu Lawang,5,good beach to spend on sunset but sometimes in the high season is very crowded,positive,positive
Pantai Batu Putih,5,bayarnya berapa untuk masuk pantainya,negative,negative
Pantai Batu Putih,5,serasa di pulau pribadi pagi sunrise nya malam terdengar deburan ombak menyenangkan sekali terima kasih pak masduki atas keramahannya,positive,positive
Pantai Batu Putih,5,jalan masuk pantai batu putih gampang tangga sebelah kanan jalan haus uweli,positive,positive
Pantai Batu Putih,5,sangat indah nyaman,positive,positive
Pantai Batu Putih,5,nice viewkesana pas sepi serasa pantai pribadi,positive,positive
Pantai Batu Putih,5,tempatnya bagus sekali,positive,positive
Pantai Batu Putih,4,hmmm,negative,negative
Pantai Batu Putih,3,still under renovation in july 2023 hope this place could be better in the futurecome here for sunrise as this beach is facing east,positive,positive
Pantai Batu Putih,5,tempat nongkrong asik,positive,positive
Pantai Batu Putih,5,pokoknya joss pantai masyaallah luar biasa,positive,positive
Pantai Batu Putih,4,skrg terumbu banyak rusak terlalu banyak tambak udang,negative,negative
Pantai Batu Putih,3,sepii,negative,negative
Pantai Batu Putih,2,wild abandoned and a lot of garbage may 2022,neutral,neutral
Pantai Batu Putih,5,adalah salah satu surga karimunjawa,positive,positive
Pantai Kanjen,1,garder des bbs tortues entasses dans des sceaux pour que le touriste paye pour les relcher et vous nous faites croire que grce vous elles sont protges laisser ces pauvres mres tortues leurs liberts et protger plutt les bbs lors de lclosion a cest thique l cest nimporte quoi les bbs tortues perdent leur instinct et ne gagnent pas en force musculaire dans leur sceau ridicule voir mme saffaiblissent tout a pour le tourisme cest une honte vous naviez aucun respect pour les animaux,positive,positive
Pantai Kanjen,5,pantai saat merupakan penetasan semi alami baby penyu disini dilakukan edukasi terkait penyu pelepasan baby penyutukik berminat segera kunjungi psa catatan lepas tukik bisa dilakukan apabila ketersediaan stok bayi tukik,positive,positive
Pantai Kanjen,5,sumpah tempatnya bagus banget lokasi pake perahu untuk lebih enaknya ikut open trip lebih mudah disitu tempat penangkaran penyu pantainya cukup bagus view menarik bapaknya jaga ramah pokoknya wajib di kunjungi kalo karimun jawa,positive,positive
Pantai Kanjen,5,bagusss cuyyy pemandangan nya ga nyesel gw tempat,positive,positive
Pantai Kanjen,5,tempat penalaran penyu untuk tempat makan snorkeling,positive,positive
Pantai Kanjen,5,tempat makan siang istirahat tour laut karimunjawamenu makan siangnya ikan bakarsambil menunggu ikan matang bisa main2 dulu sekitaran situ,positive,positive
Pantai Kanjen,5,locals who take care of turtle eggs and recently hatched babies im not too sure about the whole paying for releasing the baby turtles but i dont wanna judge since i dont know enough about that i had a great time visiting the place,positive,positive
Pantai Kanjen,4,kanjen beach is located near boby beach this place can reach by boat only you can rent a boat from boby beach for 100kboat this beach is used for sea turtle conservation visitors can release sea turtle hatchling here there is no entrance ticket but you must pay 10khead for releasing hatchling there are toilet and canteen in this beach some activities can be done here like grilling fish enjoying the white sand or snorkeling around the jetty,positive,positive
Pantai Kanjen,5,salah satu spot pemberhentian waktu ikut open trip laut karimun jawa taman nasional penangkaran penyu tempat melepaskan anak penyu laut bayar 10rbekor jualan makanan minuman beli pantai bobby utk pantai belum ada jalan darat naik perahu pp 100rb isi 34org pantai bobby menjadi ikon tulisan taman nasional karimun jawa,positive,positive
Pantai Kanjen,5,bagus banget pantainya nyesel banget kalo gak diving karimunjawa,positive,positive
Pantai Kanjen,5,semua pulau karimun jawa bagus bagushanya harapkan fasilitas mck perbaharui sayang pemandangan bagusikan masya alloh cantik bagustetapi fasilitas mck kurang memadaisemangat karimun jawakembangkan pariwisatamu lebih ciamik aamiin aamiin alloh,positive,positive
Pantai Kanjen,5,bagus terdapat penangkaran penyu,neutral,neutral
Pantai Kanjen,4,taman nasional penangkaran penyu melepaskan anak penyu laut bayar 10rbekor tiket masuk 10rb jualan makanan minuman beli pantai bobby utk pantai blm ada jalan darat naik perahu pp 100rb isi 34org videonya cek youtube erni puspiko,neutral,neutral
Pantai Batu Lawang,5,kepulauan terbaik dkt pulau jawa msih alami pantai air jernihpasir putih bersih mudah2n penduduk lokal dpt menjaga kebersihan segala sampah plastikterumbu karanglimbah tetap menjaga adat suku jawa sopan ramah,positive,positive
Pantai Batu Lawang,4,pantai view oke ciamik berkesan kalo kesini,positive,positive
Pantai Batu Lawang,4,more like a 455 we went there at high tide so the beach is quite narrow but theres no satu there the water was very calm clear clean there s some trash not on the beach itself but in the bushes but not too badthis could be really nice if someone took care of it properly,positive,positive
Pantai Batu Lawang,5,pemandanganya jossss,positive,positive
Pantai Batu Lawang,5,from ocean look,neutral,neutral
Pantai Batu Lawang,1,eau claire mais plein de dchets et a pue clairement on sest pas baign,negative,negative
Pantai Batu Lawang,4,plage trs sympa avec des spots snorkeling tout proches accs payant petits warung sur place,neutral,neutral
Pantai Batu Lawang,5,very quiet almost no satu good spot to chill,negative,negative
Pantai Batu Lawang,5,plage tip top bien nettoye et trs bien amnage limpression dtre seuls au monde,positive,positive
Pantai Batu Lawang,5,awalnya kagak kepikiran belum pernah denger nama karimun selama karimun saya tau nama suatu daerah sumatera utara ternyata surga ocean crystal begini jawa masyarakat setempat bener bener raman ramah bgt 3 hari 2 malam disini bener bener singkat bgt wishing can back to this heaven very soon,positive,positive
Pantai Batu Lawang,4,netter endpunkt bei einer runde mit dem moped durch karimunjawa es gibt allerdings nicht sehr viel vor ort auer meer und fischerboote,neutral,neutral
Pantai Batu Putih,5,beautiful and quiet white sandy beach its so quiet i managed to take a little nap here,positive,positive
Pantai Batu Putih,5,klo dri jepara nyebrang naik perahu pake motor ga trus kena brp satu motor 2 orang infonya dong ka,neutral,neutral
Pantai Batu Putih,4,tempat kalau dikelola baik sangat menarik saya sini ada fasilitas warung,positive,positive
Pantai Batu Putih,4,pantai alami,negative,negative
Pantai Batu Putih,5,tempat buat santai asik buat camping,positive,positive
Pantai Batu Putih,5,tempatnya bagus indah tenang asri recomended,positive,positive
Pantai Batu Putih,3,pantainya syahdu bgtbersih berasa milik sendiri tp syng nyamuknya byk bgt,positive,positive
Pantai Batu Putih,5,bagus banget sih sumpah gak kerasa disitu udah ber jam jam akses menuju pantai batu putih sangat mudah dijangkau dgn mobil motor gratis,positive,positive
Pantai Batu Putih,5,pantai masih asli banyak kelola siipp walaupun lokasi pantai jalan kaki menuruni bukit,positive,positive
Pantai Batu Putih,5,bagus belum dikelola baik virgin,negative,negative
Pantai Batu Putih,5,disini langsung disuguhi pemandangan begitu menyejukkan mata air laut bening bersih kehijauhijauan sangat cocok banget berenang ombak tenang menjadikan kesejukan tiada taranya akses kepantai batu putih hanya jalan setapak sedikit menuruni bukit kecil meskipun berjalan kaki menjadi suasana lebih karna jarangjarang berjalan kaki alam bebas begitu indah pasir pantai bersih putih menjadikan pantai ini tidak mudah saya lupakan,positive,positive
Pantai Batu Putih,5,pantainya bagus cuma sayang blm dikelola dgn baik,positive,positive
Pantai Batu Lawang,5,indahnya sunset,positive,positive
Pantai Batu Lawang,5,pantai bagus sekali lohat sunset disanaairnya beningada home stay warung,positive,positive
Pantai Batu Lawang,3,jangan siangsiang kalau kesini ga cocok kalau sore sepertinya sunset perjalanan kesini cukup jauh alunalun karimunjawa pikir pantainya oke ternyata biasabiasa,positive,positive
Pantai Batu Lawang,4,lebih cocok disebut dermaga pantai,neutral,neutral
Pantai Batu Lawang,5,karen,neutral,neutral
Pantai Batu Lawang,5,sangat indah indonesia ku,positive,positive
Pantai Batu Lawang,4,pantai sebagai dermaga nelayan sbnrnya jd memang tdk pasir pantainya bermain juni 2022 bs sj garis pantainya semakin maju jd pasir tdk terlihatsebenarnya sy mau laendra tp salah ambil jalan harusnya kanan malah lurus akhirnya bertemu dgn tmpt,positive,positive
Pantai Batu Lawang,5,alami tenang,negative,negative
Pantai Batu Lawang,5,tempat snorkeling diving banyak terumbu karang bewarna warni ikan nemo nya tempat nya bagus cocok tempat refrensi liburan sekeluarga,positive,positive
Pantai Batu Lawang,4,pernah mencoba budidaya udang faname disini sistem karamba trnyata waktu panen malah ikan sumedar,positive,positive
Pantai Batu Lawang,5,panorama sunset sunset nya bagus air nya jernih pasir pantai nya putih,positive,positive
Pantai Batu Lawang,5,ratarata pantai karimunjawa bagusbagus pantai gugusan pulau karimunjawa sama bagus bagus,positive,positive
Pantai Batu Lawang,5,dermaga batu lawang tergolong dermaga cukup besar bagus kapal besar bisa merapat dermaga warna biru selalu berada sekeliling dimanamana biru subhanallah waktu terlalu lapar jadi makan roti tawar kita bawa pengganjal perutbinokuler bisa berfungsi melihat pulau diseberang sana langsung aja perbesaran lensa agak lumayan terbatas pandangan penglihatan menggunakan alat tersebut kita amati pulaupulau tersebut pulaupulau terlihat kecilkecil di tempat menyimpan beribu keindahan indah nian tempat subhanallah,positive,positive
Pantai Batu Lawang,5,pantai batu lawang,neutral,neutral
Pantai Batu Lawang,4,pantai batu lawang memiliki akses cukup baik khusus motor pantai lokasi cukup tenang ada biaya restribusi masuk,positive,positive
Pantai Batu Lawang,5,alami nan asri,positive,positive
Pantai Kanjen,5,cocok bakar ikan,positive,positive
Pantai Kanjen,4,menarik selalu ngangenin,positive,positive
Pantai Kanjen,5,pantai kanjen mempunyai pasir putih lembut air nya hangat ada konservasi penyu,positive,positive
Pantai Kanjen,4,salah satu tujuan wisata bahari karimunjawa sini konservasi penyu cocok memang pasir pantai nya lembut air nya hangat,positive,positive
Pantai Kanjen,5,wonderful natural view,positive,positive
Pantai Kanjen,5,pantai kanjen,neutral,neutral
Pantai Kanjen,5,pantainya bersih jernih tambahan penangkaran penyuakses perlu naik boat tidak banyak orang tau bagaimana menuju lokasi initanyalah penduduk pantai legon lele pantai bobi cara menuju ketempat iniserasa pantai milik sendiri,positive,positive
Pantai Kanjen,5,petugasnya ramah tempatnya bersih bakal banyak belajar tempat,positive,positive
Pantai Kanjen,5,must visit this place its has sea turtle conservation site you can realease baby turtle to the wild here i recommend to visit at sunset time the ligth combined with the beach and forest just magnificent,positive,positive
Pantai Kanjen,5,pokoknya keren,positive,positive
Pantai Batu Lawang,5,pantai sangat alami jarang turis datang recomended orang ingin menikmati pantai tenang,positive,positive
Pantai Batu Lawang,5,keren2 pantai karimun,positive,positive
Pantai Batu Lawang,5,pingin banget kesiniiii,negative,negative
Pantai Batu Lawang,5,perfek,neutral,neutral
Pantai Batu Lawang,4,jolie plagepetit bar pour se rafraichir ou prendre un snack,positive,positive
Pantai Batu Lawang,5,pelabuhan nelayan harus nyebur kalo naik perahu,negative,negative
Pantai Batu Lawang,3,compare to the other area in karimun jawa i can only give 3 start for this beach,neutral,neutral
Pantai Batu Lawang,5,pantenya bersih dn lautnya jernih pemandangan sangat sangat natural,positive,positive
Pantai Batu Lawang,3,tempat msh alami msh tradisi adat,positive,positive
Pantai Batu Lawang,4,sunset nya indah sekalo,positive,positive
Pantai Batu Lawang,3,quite a small beach and nothing much to sea,negative,negative
Pantai Batu Lawang,5,so beautifull,negative,negative
Pantai Batu Lawang,4,terdapat penginapan khas suku bugis disini rumah panggung tapi jalan menuju pantai masih jalan setapak,positive,positive
Pantai Kanjen,5,vi visit this kanjen beach for releasing baby turtles we took a small boat off from lele beach and the journey took about 10 15 minutes the view was great the water is crystal blue clean area and not so many visitors a quite place where you can just relaxing and enjoy the view of the beautiful sea and land,positive,positive
Pantai Kanjen,5,tujuan wisata,neutral,neutral
Pantai Kanjen,5,kawasan adalah zona inti taman nasional karimunjawa dijadikan obyek wisata terbatas lokasi terdapat perlindungan telurtelur penyu ruangan khusus menghindari predator jika beruntung wisatawan melepasliarkan tukik laut bersama penjagapantai menjadi salah satu pilihan penyu mendarat pasir halus hangat minim predator daya dukung lingkungan rendah akibat sistem das sangat sempit wisatawan pasir halus dapat dibuat istana pasir d,positive,positive
Pantai Batu Putih,5,taking nap under the trees is super relaxing,positive,positive
Pantai Batu Putih,4,buat menyepi,neutral,neutral
Pantai Batu Putih,4,pasir putihnya menakjubkan,positive,positive
Pantai Batu Putih,4,pasir putihpantai nya cukup luaspemandangannya bagusjangan kesini pas musim angin timur mulai bulan juni september gelombang tinggiair pasang siang hari,positive,positive
Pantai Batu Putih,5,karimun jawa no 1 ini,neutral,neutral
Pantai Batu Putih,5,quiet place for relaxing beach,negative,negative
Pantai Batu Putih,2,dont waste gasolinetime going here,neutral,neutral
Pantai Batu Putih,5,tempt sejak kecil melepas lelah menihat sunrise mancing berenang,positive,positive
Pantai Batu Putih,5,the turnoff to the beach is small so be on the lookouttake anti mosquito cream as you will be attacked by them when you stopit is a short walk down to the beach you will pay 5 000 idr for parkingthe beach has beautiful white sand and there are many places to snorkelthere are many places for you to take photos so dont forget your camera,positive,positive
Pantai Batu Putih,5,lovely,neutral,neutral
Pantai Batu Putih,5,pantai sgt cocok buat snorkling santai barmain air laut dgn pasir putih sgt bgs dgn pemandangan sgt romantis,positive,positive
Pantai Batu Putih,5,pantai masih sepi bebas memandang laut biru untuk berenang,positive,positive
Pantai Batu Lawang,5,pantai adalah dermaga kecil perahu nelayan suku bugis bibir pantai coba mendayung arah lautan kemudian 50 meter melewati karang gosong spot snorkeling menarik meskipun itu anda ketemu kawasan terumbu karang rusak kawasan masuk dalam zona rehabilitasi menyewa perahu jukung nelayan bisa menemukan spot snorkeling menarik,positive,positive
Pantai Batu Lawang,1,kalo saya tempat kurang worth it,negative,negative
Pantai Batu Lawang,5,love this place,negative,negative
Pantai Batu Lawang,5,cocok sunburn,positive,positive
Pantai Batu Lawang,2,petunjuk jalan kok ndak jelas kalau mau kesini dipahami dulu rutenya soalnya penunjuk jalan nya minim warga,negative,negative
Pantai Batu Lawang,5,sebuah pantai indah dikelilingi tebing batuan terangkat proses geologis gradasi hutan mangrove pandan hutan hujan tropis padang ilalang sangat indah jalur pantainya menyusuri sangat sulit akan tetapi sangatlah indah,positive,positive
Pantai Batu Lawang,4,cenderung sepi bukan spot snorkling,negative,negative
Pantai Batu Lawang,4,eksotik,neutral,neutral
Pantai Alano,5,pantai tenang suka kesini kalau pengen nga ngapangapain,positive,positive
Pantai Alano,5,masuk pantai bayar 5000 anak kecil gratis pantainya nyaman buat tiduran enjoy the day,positive,positive
Pantai Alano,5,datang pagi set 6 berharap bs dpt sunrise benar indah sekali,positive,positive
Pantai Alano,5,pantai belum ramai pengunjung waktu kesana sedikit pengunjung lebih enak private tempatnya memang jauh pusat kota jalanan begitu mulus pas di pantainya wow sekali super sekali pemandangannya bersih pasirnya putih,positive,positive
Pantai Alano,4,prachtig zand strand met een hoop schommels ze hebben wel bedjes maar die zijn van hout na 10 min liggen doet je hele lijf pijnop de meeste stranden hebben ze geen ligbedjes kunnen ze hier niet erg jammer,positive,positive
Pantai Alano,5,pantai alano pantai pertama aku kunjungi disaat dateng parkir motor atas lalu jalan kaki bawah sepanjang jalan mau pantai aja udah amazing masyaallah indah banget pantainya lumayan sepi aku dateng hari jumat,positive,positive
